Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2015-16,20161 (Winter 2016),MATH 124 E,CALC ANALYT GEOM I,"DUMITRIU, IOANA",116,8,21,16,20,20,7,1,10,4,,2,1,6,2.8
2015-16,20161 (Winter 2016),MATH 124 F,CALC ANALYT GEOM I,"LOVELESS, ANDREW",89,11,19,10,15,7,6,6,7,2,1,2,1,2,2.8
2015-16,20161 (Winter 2016),MATH 124 G,CALC ANALYT GEOM I,"COLLINGWOOD, DAVID H",148,12,14,19,16,25,13,18,8,4,3,1,1,14,2.7
2015-16,20161 (Winter 2016),MATH 125 A,CALC ANALYT GEOM II,"POLLACK, DANIEL",119,25,16,12,16,22,4,5,4,2,4,1,6,2,2.8
2015-16,20161 (Winter 2016),MATH 125 B,CALC ANALYT GEOM II,"POLLACK, DANIEL",118,19,19,18,22,24,6,4,3,1,,,,2,3.1
2015-16,20161 (Winter 2016),MATH 125 C,CALC ANALYT GEOM II,"DUCHAMP, THOMAS E",116,12,12,10,24,10,9,8,5,9,1,4,6,6,2.5
2015-16,20161 (Winter 2016),MATH 125 D,CALC ANALYT GEOM II,"BEKYEL, EBRU",118,14,25,17,14,25,14,3,3,1,,,1,1,3
2015-16,20161 (Winter 2016),MATH 125 E,CALC ANALYT GEOM II,"BEKYEL, EBRU",118,8,23,22,28,20,12,2,,1,,,,2,3
2015-16,20161 (Winter 2016),MATH 125 F,CALC ANALYT GEOM II,"OSTROFF, JONAH K",119,19,20,16,19,25,7,7,2,1,,,,3,3
2015-16,20161 (Winter 2016),MATH 125 G,CALC ANALYT GEOM II,"DUCHAMP, THOMAS E",115,14,24,16,17,12,7,8,6,4,2,2,2,1,2.8
2015-16,20161 (Winter 2016),MATH 125 H,CALC ANALYT GEOM II,"BUBE, KENNETH P",206,27,37,36,28,32,17,10,8,3,,,3,5,3
2015-16,20161 (Winter 2016),MATH 126 A,CALC ANYL GEOM III,"LOVELESS, ANDREW",157,22,29,12,26,29,10,7,2,5,5,2,6,2,2.8
2015-16,20161 (Winter 2016),MATH 126 B,CALC ANYL GEOM III,"LOVELESS, ANDREW",159,20,32,24,20,23,9,9,4,3,3,5,2,5,2.9
2015-16,20161 (Winter 2016),MATH 126 C,CALC ANYL GEOM III,"ZHANG, JIAN JAMES",158,7,37,43,19,26,14,10,,,,1,,1,3
2015-16,20161 (Winter 2016),MATH 126 D,CALC ANYL GEOM III,"ZHANG, JIAN JAMES",158,13,36,41,30,22,9,4,,,1,,,2,3.1
2015-16,20161 (Winter 2016),MATH 126 F,CALC ANYL GEOM III,"LIEBLICH, MAX",235,11,36,42,40,55,25,11,5,,,,1,9,2.9
2015-16,20161 (Winter 2016),MATH 135 A,ACCEL HONORS CALC,"MARSHALL, DONALD E",23,6,6,5,4,,,,,,,,,2,3.5
2015-16,20161 (Winter 2016),MATH 300 A,MATH REASONING,"NICHIFOR, ALEXANDRA",29,7,4,4,2,8,3,1,,,,,,,3.1
2015-16,20161 (Winter 2016),MATH 300 B,MATH REASONING,"PEZZOLI, ELENA",32,9,11,2,1,5,2,1,,,,,,1,3.4
2015-16,20161 (Winter 2016),MATH 300 C,MATH REASONING,"PEZZOLI, ELENA",25,6,4,4,4,2,,4,,,,,,1,3.2
2015-16,20161 (Winter 2016),MATH 300 D,MATH REASONING,"MITCHELL, STEPHEN A",33,4,7,4,3,5,4,3,,,,,,3,3
2015-16,20161 (Winter 2016),MATH 307 A,INTRO TO DIFF EQ,"REICHERT, NICHOLAS",50,6,9,8,6,7,4,5,1,,,,1,3,2.9
2015-16,20161 (Winter 2016),MATH 307 B,INTRO TO DIFF EQ,"WANG, ZHENAN",47,6,9,3,7,5,3,1,1,3,,,1,8,2.9
2015-16,20161 (Winter 2016),MATH 307 C,INTRO TO DIFF EQ,"WANG, YIRAN",48,8,12,3,8,11,2,,1,,,,1,2,3.1
2015-16,20161 (Winter 2016),MATH 307 D,INTRO TO DIFF EQ,"WANG, YIRAN",50,6,8,6,7,7,7,2,1,,1,1,2,2,2.8
2015-16,20161 (Winter 2016),MATH 307 E,INTRO TO DIFF EQ,"KEMPTON, COURTNEY Y.",48,6,14,3,9,6,2,2,1,,1,1,,3,3.1
2015-16,20161 (Winter 2016),MATH 307 F,INTRO TO DIFF EQ,"MUNOZ, FRANCISCO F",50,14,7,5,5,7,3,4,,1,1,,2,1,3
2015-16,20161 (Winter 2016),MATH 307 G,INTRO TO DIFF EQ,"RUDNICK, CHRISTIAN",48,11,13,8,6,3,1,1,,,,,2,3,3.2
2015-16,20161 (Winter 2016),MATH 307 H,INTRO TO DIFF EQ,"CASPER, WILLIAM",48,8,10,11,4,4,3,2,,1,,,1,4,3.1
2015-16,20161 (Winter 2016),MATH 307 I,INTRO TO DIFF EQ,"ZHENG, HAILUN",40,2,7,8,6,8,1,2,3,1,,,,2,2.9
2015-16,20161 (Winter 2016),MATH 307 J,INTRO TO DIFF EQ,"ROBINSON, MATTHEW R",47,19,6,3,2,6,2,3,,,,,5,1,3
2015-16,20161 (Winter 2016),MATH 307 K,INTRO TO DIFF EQ,"MERHEJ, JESSICA",48,16,6,5,6,3,2,,,,1,3,,6,3.2
2015-16,20161 (Winter 2016),MATH 307 L,INTRO TO DIFF EQ,"KIYO, HIKARU",43,4,11,3,10,6,2,1,,,,1,,5,3.1
2015-16,20161 (Winter 2016),MATH 308 A,MATRIX ALGEBRA,"NAEHRIG, NATALIE",52,24,9,5,6,3,3,,,,,,2,,3.4
2015-16,20161 (Winter 2016),MATH 308 B,MATRIX ALGEBRA,"SMITH, S PAUL",43,2,3,2,5,3,2,3,9,2,5,3,2,2,2
2015-16,20161 (Winter 2016),MATH 308 C,MATRIX ALGEBRA,"SMITH, S PAUL",50,7,7,3,1,3,1,5,9,2,2,6,1,3,2.3
2015-16,20161 (Winter 2016),MATH 308 D,MATRIX ALGEBRA,"NAEHRIG, NATALIE",52,28,12,7,2,2,1,,,,,,,,3.6
2015-16,20161 (Winter 2016),MATH 308 E,MATRIX ALGEBRA,"DEVINATZ, ETHAN S",47,4,7,9,9,10,3,2,,1,,,,2,3
2015-16,20161 (Winter 2016),MATH 308 F,MATRIX ALGEBRA,"GRAHAM, C ROBIN",49,8,6,8,6,10,3,4,,,1,,2,1,2.9
2015-16,20161 (Winter 2016),MATH 308 G,MATRIX ALGEBRA,"CAMERON, JAMES C",49,7,8,6,6,7,7,5,,2,1,,,,2.9
2015-16,20161 (Winter 2016),MATH 308 H,MATRIX ALGEBRA,"LEE, HON LEUNG",39,4,11,6,5,6,3,1,1,,,,,2,3.1
2015-16,20161 (Winter 2016),MATH 308 I,MATRIX ALGEBRA,"LEE, HON LEUNG",46,6,12,8,8,6,1,2,3,,,,,,3.1
2015-16,20161 (Winter 2016),MATH 308 J,MATRIX ALGEBRA,"HEALD, ANDREA M",46,6,17,4,9,5,1,2,1,,,,1,,3.2
2015-16,20161 (Winter 2016),MATH 308 K,MATRIX ALGEBRA,"AHLBACH, CONNOR T.",49,12,12,8,4,4,5,1,,2,,,,1,3.2
2015-16,20161 (Winter 2016),MATH 308 L,MATRIX ALGEBRA,"SAMPER, JOSE A",46,4,6,13,11,5,2,,2,,1,,,2,3.1
2015-16,20161 (Winter 2016),MATH 308 M,MATRIX ALGEBRA,"FOWLER, CHRISTOPHER F.",47,12,6,7,5,6,6,3,2,,,,,,3.1
2015-16,20161 (Winter 2016),MATH 308 N,MATRIX ALGEBRA,"RIMAN, MANAR N",50,7,11,10,8,4,4,2,1,,,2,,1,3
2015-16,20161 (Winter 2016),MATH 308 O,MATRIX ALGEBRA,"VAN METER, LUCAS C",47,2,17,16,9,1,,,,,1,,,1,3.3
2015-16,20161 (Winter 2016),MATH 309 A,LINEAR ANALYSIS,"HEALD, ANDREA M",42,2,10,11,8,7,2,1,1,,,,,,3.1
2015-16,20161 (Winter 2016),MATH 309 B,LINEAR ANALYSIS,"WANG, LIDAN",43,4,7,9,2,6,7,5,,,,,,3,2.9
2015-16,20161 (Winter 2016),MATH 309 C,LINEAR ANALYSIS,"WANG, LIDAN",42,5,12,3,7,6,5,1,1,1,,,,1,3
2015-16,20161 (Winter 2016),MATH 309 D,LINEAR ANALYSIS,"ENGLE, ABRAHAM",43,10,9,10,3,4,2,,,,,,1,4,3.3
2015-16,20161 (Winter 2016),MATH 309 E,LINEAR ANALYSIS,"DOS REIS, FANNY",34,3,9,8,5,1,1,2,,,1,1,,3,3.1
2015-16,20161 (Winter 2016),MATH 309 F,LINEAR ANALYSIS,"DOS REIS, FANNY",47,4,21,10,4,3,1,3,,,,,,1,3.3
2015-16,20161 (Winter 2016),MATH 309 G,LINEAR ANALYSIS,"MCCURDY, SEAN R",21,5,2,2,3,2,1,1,1,,,,,4,3.2
2015-16,20161 (Winter 2016),MATH 324 A,ADV MULTIVAR CALC 1,"RAYMOND, ANNIE",46,6,13,8,3,5,4,4,1,1,,,1,,3
2015-16,20161 (Winter 2016),MATH 324 B,ADV MULTIVAR CALC 1,"RAYMOND, ANNIE",44,4,15,3,5,6,4,2,1,1,,,2,1,2.9
2015-16,20161 (Winter 2016),MATH 324 C,ADV MULTIVAR CALC 1,"TEWARI, VASU VINEET",47,11,11,11,6,1,1,1,1,,,,,4,3.4
2015-16,20161 (Winter 2016),MATH 324 D,ADV MULTIVAR CALC 1,"LEVY, AVI W.",44,13,6,3,8,3,2,2,2,3,,2,,,3
2015-16,20161 (Winter 2016),MATH 324 E,ADV MULTIVAR CALC 1,"BRAGG, DANIEL A",45,5,9,8,11,4,2,2,,,2,,1,1,3
2015-16,20161 (Winter 2016),MATH 324 F,ADV MULTIVAR CALC 1,"NIMER, ABDALLA D",44,8,13,3,3,,2,1,,2,2,1,5,4,2.7
2015-16,20161 (Winter 2016),MATH 324 G,ADV MULTIVAR CALC 1,"BRITO MONTES DE OCA, GERAN",42,6,8,7,6,6,1,1,2,2,,1,,2,3
2015-16,20161 (Winter 2016),MATH 327 A,INTRO REAL ANLYS I,"MCGONAGLE, MATTHEW W",46,4,7,7,3,6,3,5,1,1,1,1,1,6,2.7
2015-16,20161 (Winter 2016),MATH 327 B,INTRO REAL ANLYS I,"BEKYEL, EBRU",50,2,5,9,8,7,3,3,3,1,,2,1,6,2.7
2015-16,20161 (Winter 2016),MATH 327 C,INTRO REAL ANLYS I,"WARNER, GARTH W JR",44,2,9,14,2,4,7,2,,,1,,,3,3
2015-16,20161 (Winter 2016),MATH 328 A,INTRO REAL ANLYS II,"WARNER, GARTH W JR",48,9,14,10,3,2,1,,1,,1,,,7,3.4
2015-16,20161 (Winter 2016),MATH 328 B,INTRO REAL ANLYS II,"DOS REIS, FANNY",51,4,8,10,8,9,5,6,,,,,,1,3
2015-16,20161 (Winter 2016),MATH 335 A,H-ACCEL ADVAN CALC,"MORROW, JAMES A",19,5,5,3,,4,2,,,,,,,,3.3
2015-16,20161 (Winter 2016),MATH 380 A,INTERMEDIATE TOPICS,"MCGOVERN, WILLIAM M",40,3,11,11,1,10,2,2,,,,,,,3.1
2015-16,20161 (Winter 2016),MATH 381 A,DISCRETE MATH MODEL,"CONROY, MATTHEW",40,4,6,13,8,7,,,,,,,1,1,3.1
2015-16,20161 (Winter 2016),MATH 390 A,STAT MTHDS ENGR SCI,"MARZBAN, CAREN",88,8,16,10,13,17,4,4,5,2,,1,1,7,2.9
2015-16,20161 (Winter 2016),MATH 394 A,PROBABILITY I,"PERLMAN, MICHAEL D",44,7,7,6,4,9,3,5,,,,,,3,3
2015-16,20161 (Winter 2016),MATH 394 B,PROBABILITY I,"GROVE, RANJINI",48,7,7,11,5,7,7,1,2,1,,,,,3
2015-16,20161 (Winter 2016),MATH 395 A,PROBABILITY II,"LIM, NEHEMY",41,7,9,12,2,6,2,3,,,,,,,3.2
2015-16,20161 (Winter 2016),MATH 395 B,PROBABILITY II,"WERNESS, BRENT M",47,8,14,7,6,4,3,2,1,,1,,,1,3.2
2015-16,20161 (Winter 2016),MATH 403 A,INTRO MDRN ALGEBRA,"MCGOVERN, WILLIAM M",40,7,6,2,9,3,5,3,1,,,,1,3,2.9
2015-16,20161 (Winter 2016),MATH 403 B,INTRO MDRN ALGEBRA,"CHOU, CHIH-CHI",31,2,9,8,7,4,1,,,,,,,,3.2
2015-16,20161 (Winter 2016),MATH 407 A,LINEAR OPTIMIZATION,"THOMAS, REKHA R.",41,3,8,9,12,3,2,3,1,,,,,,3
2015-16,20161 (Winter 2016),MATH 408 A,NONLINEAR OPTIMZTN,"DRUSVYATSKIY, DMITRIY",41,6,7,4,16,7,,,,,,,1,,3.1
2015-16,20161 (Winter 2016),MATH 412 A,INTRO MDRN ALG-TCHR,"BALAND, SHAWN T",20,3,2,2,2,7,,,3,,1,,,,2.7
2015-16,20161 (Winter 2016),MATH 425 A,FUND CONCEPTS ANLYS,"TUNCEL, SELIM",36,3,5,2,1,5,4,10,3,,,,,3,2.6
2015-16,20161 (Winter 2016),MATH 428 A,COMPLEX ANALYSIS,"SMITH, HART F",25,3,8,3,3,3,2,3,,,,,,,3.1
2015-16,20161 (Winter 2016),MATH 442 A,DIFFERENTIAL GEOMETR,"DEVINATZ, ETHAN S",27,6,4,,3,4,2,1,2,,,,,5,3
2015-16,20161 (Winter 2016),MATH 444 A,GEOMTRY FOR TEACHRS,"CHIRVASITU, ALEXANDRU LEON",41,7,4,8,7,7,4,2,,,,,,2,3.1
2015-16,20161 (Winter 2016),MATH 462 A,COMBINATORIAL THEOR,"NOVIK, ISABELLA",20,4,3,1,3,1,2,,3,,,,1,2,2.8
2015-16,20161 (Winter 2016),MATH 480 A,ADV TOPICS IN MATH,"ARMS, JUDITH M",21,5,8,4,3,,,1,,,,,,,3.4
2015-16,20161 (Winter 2016),MATH 492 A,STOCH CALC OPTIONS,"CHEN, ZHEN-QING",36,5,8,6,4,3,1,4,2,2,1,,,,2.9
2015-16,20161 (Winter 2016),MEDCH 528 A,BIOPHYS/BIOPHARM,"ATKINS, WILLIAM M",16,3,13,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MEDCH 535 A,P-DIAGNOSTIC MED CHE,"KUNZE, KENT L",52,28,12,4,2,3,2,,,,,,,1,3.6
2015-16,20161 (Winter 2016),MEDCH 563 A,P-MEDICINAL CHEM,"NELSON, WENDEL L",90,4,16,10,11,11,5,7,9,7,3,4,3,,2.4
2015-16,20161 (Winter 2016),MEDCH 570 A,MED BIOCHEM,"KUNZE, KENT L",93,31,17,7,5,11,7,5,5,,1,2,2,,3.1
2015-16,20161 (Winter 2016),MEDEX 454 A,ADULT MEDICINE I,"BESTER, VANESSA S",37,,15,15,5,2,,,,,,,,,3.3
2015-16,20161 (Winter 2016),MEDEX 456 A,MAT CHLD HLTH MX I,"VORVICK, LINDA",43,2,33,7,1,,,,,,,,,,3.5
2015-16,20161 (Winter 2016),MEDEX 458 A,BHEAVIORAL MED,"QUIGLEY, TIMOTHY F.",45,18,24,1,,2,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MEDEX 460 A,PRIN PT MGT,"HAVERKAMP, KY",44,1,22,14,4,3,,,,,,,,,3.4
2015-16,20161 (Winter 2016),MEDEX 468 A,EMERGENCY MED I,"KOLOJEJCHICK-COSLETT, DENI",45,19,26,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),MEDEX 471 A,PROF ROLE DEVEL,"SYMINGTON, SUSAN L",30,24,6,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),MEDEX 474 A,TECH SKILLS,"MARQUARDT, ASHLEY",45,42,3,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),MEDEX 554 A,ADULT MED I,"BESTER, VANESSA S",67,2,37,19,8,1,,,,,,,,,3.4
2015-16,20161 (Winter 2016),MEDEX 556 A,MATERNAL CHILD I,"VORVICK, LINDA",68,12,45,9,2,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),MEDEX 558 A,BEHAVIORAL MED II,"QUIGLEY, TIMOTHY F.",68,33,33,2,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),MEDEX 560 A,PRIN PATIENT MGT I,"HAVERKAMP, KY",64,8,40,13,3,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),MEDEX 568 A,EMERGENCY MED I,"KOLOJEJCHICK-COSLETT, DENI",23,10,13,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),MEDEX 571 A,PROF ROLE DEVEL II,"SYMINGTON, SUSAN L",67,62,5,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),MEDEX 574 A,TECH SKILLS II,"MARQUARDT, ASHLEY",68,68,,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),MGMT 200 A,INTRODUCTION TO LAW,"BERGSTROM, TOD",147,16,26,16,29,20,11,8,7,3,2,,3,6,2.9
2015-16,20161 (Winter 2016),MGMT 300 A,LDRSHIP & ORG BEHAV,"SHAO, LIAN",49,,16,31,2,,,,,,,,,,3.3
2015-16,20161 (Winter 2016),MGMT 300 B,LDRSHIP & ORG BEHAV,"KENG, FONG",46,3,31,5,4,3,,,,,,,,,3.5
2015-16,20161 (Winter 2016),MGMT 300 C,LDRSHIP & ORG BEHAV,"HUWE, RUTH",47,3,7,21,10,4,1,,,,,,,1,3.2
2015-16,20161 (Winter 2016),MGMT 300 D,LDRSHIP & ORG BEHAV,"MILLER, JARED ALLEN",20,5,7,4,1,,2,,,,,,,1,3.5
2015-16,20161 (Winter 2016),MGMT 300 E,LDRSHIP & ORG BEHAV,"NISHANOV, VITALY K",50,7,13,16,10,4,,,,,,,,,3.3
2015-16,20161 (Winter 2016),MGMT 300 F,LDRSHIP & ORG BEHAV,"FONG, CHRISTINA",48,,17,16,8,5,,,1,,,,,1,3.2
2015-16,20161 (Winter 2016),MGMT 312 A,CAREER DEV WKSHP,"SHEERAZI, ZAK",35,26,6,,,,,,,,,,,3,3.9
2015-16,20161 (Winter 2016),MGMT 320 A,BUS GOVT & SOC,"NISHANOV, VITALY K",78,8,17,25,24,4,,,,,,,,,3.3
2015-16,20161 (Winter 2016),MGMT 320 B,BUS GOVT & SOC,"BEARD, NATHAN JOHN",79,12,25,26,15,,,,,,,,,1,3.4
2015-16,20161 (Winter 2016),MGMT 320 C,BUS GOVT & SOC,"BEARD, NATHAN JOHN",59,7,17,21,13,,,,,,,,,1,3.4
2015-16,20161 (Winter 2016),MGMT 320 D,BUS GOVT & SOC,"BERGSTROM, TOD",41,9,8,12,5,2,1,2,2,,,,,,3.2
2015-16,20161 (Winter 2016),MGMT 401 A,"LEAD, CRIT TH & DM","HUWE, RUTH",32,3,12,10,4,2,1,,,,,,,,3.3
2015-16,20161 (Winter 2016),MGMT 402 A,DEAL MAK & NEGOT,"HUWE, RUTH",34,3,12,8,9,1,,,,1,,,,,3.3
2015-16,20161 (Winter 2016),MGMT 411 A,RECR & HIR TAL,"SHAO, LIAN",47,,16,28,1,,,,,,,,,2,3.4
2015-16,20161 (Winter 2016),MGMT 430 A,STRATEGIC MGMT,"FUNG, ANNA",49,5,23,15,4,,1,,,,,,,1,3.4
2015-16,20161 (Winter 2016),MGMT 430 B,STRATEGIC MGMT,RICK MCPHERSON,50,5,27,12,6,,,,,,,,,,3.5
2015-16,20161 (Winter 2016),MGMT 430 C,STRATEGIC MGMT,RICK MCPHERSON,51,3,16,24,7,1,,,,,,,,,3.3
2015-16,20161 (Winter 2016),MGMT 430 D,STRATEGIC MGMT,RICK MCPHERSON,48,1,11,16,6,10,4,,,,,,,,3.1
2015-16,20161 (Winter 2016),MGMT 430 E,STRATEGIC MGMT,"PARK, UISUNG DAVID",50,8,13,19,9,1,,,,,,,,,3.4
2015-16,20161 (Winter 2016),MGMT 502 B,BUSINESS STRATEGY,"SIRMON, DAVID G.",52,,22,23,7,,,,,,,,,,3.4
2015-16,20161 (Winter 2016),MGMT 502 D,BUSINESS STRATEGY,"SIRMON, DAVID G.",58,,38,18,2,,,,,,,,,,3.4
2015-16,20161 (Winter 2016),MGMT 504 B,ETHICAL LEADERSHIP,"FEHR, RYAN",58,9,38,11,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),MGMT 504 D,ETHICAL LEADERSHIP,"FEHR, RYAN",54,1,42,9,2,,,,,,,,,,3.5
2015-16,20161 (Winter 2016),MGMT 504 G,ETHICAL LEADERSHIP,"UMPHRESS, ELIZABETH E",14,2,12,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MGMT 530 A,ENTREPRENEURSHIP,"HALLEN, BENJAMIN L",33,4,27,2,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),MGMT 530 B,ENTREPRENEURSHIP,"HALLEN, BENJAMIN L",35,6,23,6,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),MICROM 411 A,BACTERIAL GENETICS,"GRAY, KENDALL M",93,11,10,4,11,22,13,3,5,1,3,,2,8,2.7
2015-16,20161 (Winter 2016),MICROM 431 A,RECOMB DNA TECH,"CHANDLER, MARK S",65,9,14,7,6,12,6,5,2,2,,,2,,2.9
2015-16,20161 (Winter 2016),MICROM 442 A,MED BACTERIOLOGY,"COOKSON, BRAD T",167,20,22,16,22,20,16,18,10,6,7,,2,8,2.7
2015-16,20161 (Winter 2016),MICROM 443 A,MED BACTERIOLOGY LAB,"ANDERSON, DENISE G",48,5,9,11,11,6,3,2,1,,,,,,3.1
2015-16,20161 (Winter 2016),MICROM 450 A,MOLEC BIOL VIR,"CHAMPOUX, JAMES J",118,10,25,25,16,21,10,3,4,1,,2,,1,3
2015-16,20161 (Winter 2016),MKTG 301 A,MARKETING CONCEPTS,"DUNN, LEA H",79,10,21,28,20,,,,,,,,,,3.4
2015-16,20161 (Winter 2016),MKTG 301 B,MARKETING CONCEPTS,"DUNN, LEA H",80,10,21,28,20,,,,,,,,,1,3.4
2015-16,20161 (Winter 2016),MKTG 301 C,MARKETING CONCEPTS,"ZHANG, ZAOZAO (JONATHAN)",79,16,23,25,14,1,,,,,,,,,3.5
2015-16,20161 (Winter 2016),MKTG 301 D,MARKETING CONCEPTS,"BORAH,ABHISHEK",79,8,16,24,16,15,,,,,,,,,3.2
2015-16,20161 (Winter 2016),MKTG 301 E,MARKETING CONCEPTS,"WIGGIN, KYRA LYNN",38,4,9,13,12,,,,,,,,,,3.3
2015-16,20161 (Winter 2016),MKTG 335 B,PRIN OF SELLING,"EGUCHI, MIKE",31,,5,19,7,,,,,,,,,,3.2
2015-16,20161 (Winter 2016),MKTG 335 C,PRIN OF SELLING,"EGUCHI, MIKE",29,,1,22,6,,,,,,,,,,3.2
2015-16,20161 (Winter 2016),MKTG 340 A,ADVERTISING,"STEARNS, ELIZABETH",39,5,13,18,3,,,,,,,,,,3.4
2015-16,20161 (Winter 2016),MKTG 370 A,RETAILING,"MATTHEWS, MARTHA N",37,8,16,9,2,1,,,,,,,,1,3.5
2015-16,20161 (Winter 2016),MKTG 430 A,SALES FORCE MGMT,"RHODES, JACK",30,,4,7,9,7,1,2,,,,,,,2.9
2015-16,20161 (Winter 2016),MKTG 430 B,SALES FORCE MGMT,"RHODES, JACK",33,,1,11,11,7,1,,,1,,,,1,2.9
2015-16,20161 (Winter 2016),MKTG 450 A,CONSUMER BEHAVIOR,"MATTHEWS, MARTHA N",49,7,16,13,5,7,,1,,,,,,,3.3
2015-16,20161 (Winter 2016),MKTG 450 B,CONSUMER BEHAVIOR,"MATTHEWS, MARTHA N",50,10,14,12,9,1,1,2,,,,,,1,3.4
2015-16,20161 (Winter 2016),MKTG 455 A,ENTREPRENEUR MKTG,"HAGEN-LUKENS, DEB",16,2,9,3,2,,,,,,,,,,3.5
2015-16,20161 (Winter 2016),MKTG 460 A,MARKETING RESEARCH,"PRITCHARD, MIKE",38,,19,11,5,3,,,,,,,,,3.3
2015-16,20161 (Winter 2016),MKTG 460 B,MARKETING RESEARCH,"YALCH, RICHARD F",25,1,7,12,2,2,,,,,,,,1,3.3
2015-16,20161 (Winter 2016),MKTG 470 A,INTL MARKETING,"POLLACK, ROBERT D",18,3,14,1,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MKTG 490 A,SPC TPCS A ISS MKTG,"SAYEDI, AMIN",30,9,14,5,2,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),MKTG 555 A,ENTRE MARKETING,"ZHANG, ZAOZAO (JONATHAN)",30,6,9,9,4,2,,,,,,,,,3.5
2015-16,20161 (Winter 2016),MKTG 565 A,DATA DRIVEN MKTG,"RUTZ, OLIVER J.",31,4,16,10,,,,,,,,,,1,3.5
2015-16,20161 (Winter 2016),MKTG 565 D,DATA DRIVEN MKTG,"RUTZ, OLIVER J.",43,4,23,16,,,,,,,,,,,3.5
2015-16,20161 (Winter 2016),MKTG 570 A,INTL MKTG,"POLLACK, ROBERT D",24,9,13,2,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MODHEB 102 A,ELEM MODERN HEBREW,"KHAZZAM-HOROVITZ, HADAR",14,6,2,3,1,,,,,,,1,,1,3.4
2015-16,20161 (Winter 2016),MOLMED 514 A,MOLECULAR MEDICINE,"LILES, W CONRAD",25,8,17,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MOLMED 514 B,MOLECULAR MEDICINE,"LILES, W CONRAD",25,8,17,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MOLMED 540 A,MED IN ACTION,"LILES, W CONRAD",19,16,3,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),MSE 170 A,FUNDMNT MATERLS SCI,"HINDS, BRUCE J",65,5,18,6,12,14,3,2,,,,,,5,3.1
2015-16,20161 (Winter 2016),MSE 170 B,FUNDMNT MATERLS SCI,"MACKENZIE, JOHN D.",68,1,20,35,4,3,1,1,,1,,,,2,3.2
2015-16,20161 (Winter 2016),MSE 312 A,INTEGRAT JR LAB II,"KUYKENDALL, TUESDAY",30,18,9,,,3,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MSE 312 B,INTEGRAT JR LAB II,"KUYKENDALL, TUESDAY",23,12,10,1,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),MSE 322 A,KINETIC MICRO EVOL,"BRUSH, LUCIEN N",56,6,17,14,10,7,,,1,,,1,,,3.2
2015-16,20161 (Winter 2016),MSE 342 A,MATERIALS PROCESS I,"BRUSH, LUCIEN N",56,8,17,12,9,6,3,1,,,,,,,3.3
2015-16,20161 (Winter 2016),MSE 351 A,ELEC PROP MATERIALS,"OHUCHI, FUMIO",54,7,7,9,15,13,3,,,,,,,,3.1
2015-16,20161 (Winter 2016),MSE 431 A,FAILURE ANALYSIS,"AROLA, DWAYNE D",58,8,17,15,11,2,1,1,2,,,,1,,3.2
2015-16,20161 (Winter 2016),MSE 452 A,PROPERTIES MTLS II,"CAO, GUOZHONG",22,5,5,3,5,3,,,,,,,1,,3.2
2015-16,20161 (Winter 2016),MSE 482 A,"BIOMATS, TISSUE ENG","ZHANG, MIQIN",19,2,7,2,3,5,,,,,,,,,3.2
2015-16,20161 (Winter 2016),MSE 492 A,DESIGN MTLS ENGRG II,"LUSCOMBE, CHRISTINE K.",56,9,35,8,3,,,,,,,,1,,3.5
2015-16,20161 (Winter 2016),MSE 541 A,DEFECTS IN MATERIALS,"YANG, JIHUI",42,4,13,16,8,1,,,,,,,,,3.3
2015-16,20161 (Winter 2016),MSE 555 A,BIOMIMETICS,"SARIKAYA, MEHMET",19,3,10,2,,,,,,,,,,4,3.7
2015-16,20161 (Winter 2016),MSE 560 A,ELECT/PHOTONIC MTLS,"LUSCOMBE, CHRISTINE K.",24,2,13,6,1,,,,,,,,,2,3.5
2015-16,20161 (Winter 2016),MSIS 521 A,INFO TECH & MKTG,"TAN, YONG",33,8,25,,,,,,,,,,,,3.7
