Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2015-16,20161 (Winter 2016),MSIS 522 A,ADV DATA MINING,"DEY, DEBABRATA",34,15,10,8,1,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),MSIS 523 A,LEGAL ISSUES IN IT,"NAEVE, SIGNE BRUNSTAD",33,8,24,1,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MSIS 547 A,CLOUD COMPUTING,"KIM, ANTINO",33,8,23,1,1,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),MUHST 211 A,WEST MUSIC HIST II,"BOZARTH, GEORGE S",22,5,8,2,2,2,,1,,,,1,1,,3.1
2015-16,20161 (Winter 2016),MUHST 500 A,SEM METH MUS RESRCH,"RUMPH, STEPHEN C",15,8,2,,,,,,,,,,2,3,3.2
2015-16,20161 (Winter 2016),MUSAP 218 A,GUITAR TECHNIQUES,"PARTINGTON, MICHAEL",17,10,4,,2,,,,,,,,,1,3.7
2015-16,20161 (Winter 2016),MUSED 301 A,TECH TEACH CHILDREN,"CAMPBELL, PATRICIA",16,3,7,4,1,1,,,,,,,,,3.5
2015-16,20161 (Winter 2016),MUSEN 210 A,CAMPUS PHL ORCHSTRA,"ARAKELYAN, TIGRAN",55,55,,,,,,,,,,,,,4
2015-16,20161 (Winter 2016),MUSEN 210 B,CAMPUS PHL ORCHSTRA,"ARAKELYAN, TIGRAN",24,24,,,,,,,,,,,,,4
2015-16,20161 (Winter 2016),MUSEN 300 A,UW SYMPHONY,"RAHBEE, DAVID ALEXANDER",64,64,,,,,,,,,,,,,4
2015-16,20161 (Winter 2016),MUSEN 301 A,WIND ENSEMBLE,"SALZMAN, TIMOTHY O",32,31,1,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),MUSEN 302 A,SYMPHONIC BAND,"MORRISON, STEVEN J.",38,38,,,,,,,,,,,,,4
2015-16,20161 (Winter 2016),MUSEN 309 A,CONCERT BAND,"SALZMAN, TIMOTHY O",57,53,1,,,,,,,,,,1,2,3.9
2015-16,20161 (Winter 2016),MUSEN 309 B,CONCERT BAND,"SALZMAN, TIMOTHY O",48,48,,,,,,,,,,,,,4
2015-16,20161 (Winter 2016),MUSEN 410 A,STEELBAND,"DUDLEY, SHANNON K.",21,21,,,,,,,,,,,,,4
2015-16,20161 (Winter 2016),MUSEN 551 A,CHAMBER SINGERS,"BOERS, GEOFFREY PAUL",22,22,,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),MUSEUM 542 A,PRESRV COLLECTNS II,"DORMAN, NICHOLAS J",20,,20,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MUSEUM 560 A,ADMIN & LEADERSHIP,"O'DONNELL, WILSON",22,6,16,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),MUSEUM 574 A,MUSEUM EVALUATION,"ONG, ANGELINA M.",30,17,13,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),MUSIC 116 A,ELEM MUSIC THEORY,"ARCHIBALD-SEIFFER, JOSHUA",201,95,37,16,7,9,3,6,4,6,6,1,5,6,3.3
2015-16,20161 (Winter 2016),MUSIC 117 A,ELEM MUSIC THEORY,"COBB, BRIAN A",34,11,15,,1,2,,1,,,,,2,2,3.4
2015-16,20161 (Winter 2016),MUSIC 120 A,SURVEY OF MUSIC,"RUMPH, STEPHEN C",95,24,47,14,3,1,4,,1,,,,1,,3.5
2015-16,20161 (Winter 2016),MUSIC 120 B,SURVEY OF MUSIC,"HANFORD, JOHN C",108,99,3,1,,1,1,,,,,,,3,3.9
2015-16,20161 (Winter 2016),MUSIC 131 A,HISTORY OF JAZZ,"COLLIER, THOMAS W",192,86,17,20,18,12,15,8,1,,3,1,2,9,3.3
2015-16,20161 (Winter 2016),MUSIC 131 B,HISTORY OF JAZZ,"BELISLE-CHI, GREG",99,68,11,5,3,2,1,2,1,,,,1,5,3.7
2015-16,20161 (Winter 2016),MUSIC 162 A,AMER POP SONG,"ANDERSON, CLAIRE M",197,110,51,10,7,10,3,3,1,,,1,,1,3.6
2015-16,20161 (Winter 2016),MUSIC 185 A,THE CONCERT SEASON,"CRUZ, JULIO",381,214,101,15,11,9,1,3,2,1,3,1,12,8,3.6
2015-16,20161 (Winter 2016),MUSIC 201 A,1ST YEAR THEORY I,"BERRY, MICHAEL",33,5,20,2,5,,,,1,,,,,,3.5
2015-16,20161 (Winter 2016),MUSIC 301 A,2ND YR THEORY I,"BERNARD, JONATHAN W",24,1,6,7,2,6,,,,,,,1,1,3
2015-16,20161 (Winter 2016),MUSIC 417 A,CLASSICAL MUS USA,"STARR, LARRY",13,8,4,1,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),MUSIC 445 A,SEL TOPICS IN ETHNO,"SERCOMBE, LAUREL",16,14,2,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),MUSIC 446 A,MUSIC AMER CLTRS,"DUDLEY, SHANNON K.",15,12,3,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),MUSIC 472 A,ANALYSIS 1900-1950,"DURAND, JOEL F",14,7,6,1,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),N SCI 102 A,HIST US SEAPWR I,"ARTHUR, ERIN",13,1,3,1,6,1,,,1,,,,,,3.1
2015-16,20161 (Winter 2016),N SCI 202 A,NAVIGATION I,"HALL, ALVIS",17,,5,10,2,,,,,,,,,,3.3
2015-16,20161 (Winter 2016),N SCI 322 A,EVOL OF WARFARE,"NELSON, GARRETT D.",17,8,2,2,2,1,,1,,,,,1,,3.3
2015-16,20161 (Winter 2016),N SCI 402 A,NVL LDRSHP & ETHICS,"JOHNSON, MARK",23,1,3,2,10,6,,,,,,1,,,2.9
2015-16,20161 (Winter 2016),NBIO 301 A,INTRO CELL NEURO,"MOODY, WILLIAM J",56,5,19,12,5,10,4,1,,,,,,,3.2
2015-16,20161 (Winter 2016),NBIO 402 A,NEURO DISEASE,"FROEHNER, STANLEY C.",54,11,20,15,6,2,,,,,,,,,3.5
2015-16,20161 (Winter 2016),NBIO 403 A,BEHAVIORAL NEURO,"KIM, JEANSOK J",48,41,3,3,1,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NCLIN 505 A,DIAGNOSTIC MGMT,"CHRISTIANSON, PHYLLIS L.",15,13,2,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NEAR E 101 A,NEAR EAST GATEWAY,"MARTIN, GARY D.",150,137,5,3,1,1,,,2,,,,,1,3.9
2015-16,20161 (Winter 2016),NEAR E 333 A,JUDSM/XTIANTY/ISLAM,"ZAFER, HAMZA, M.",14,11,2,,,,,,,,,,,1,3.9
2015-16,20161 (Winter 2016),NEAR E 432 A,ARABIC SOCIOLING,"ELKHAFAIFI, HUSSEIN M.",16,14,1,1,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NEURO 502 A,INTRO NEUROBIOLOGY,"SHERK, HELEN",14,1,12,,1,,,,,,,,,,3.5
2015-16,20161 (Winter 2016),NMETH 403 A,INTRO RESEARCH NURS,"O'CONNOR, M.REBECCA",72,66,6,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NMETH 403 B,INTRO RESEARCH NURS,"O'CONNOR, M.REBECCA",22,20,2,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NMETH 524 A,HEALTH SYS & EHR,"WILCOX, ADAM",21,13,5,1,2,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),NMETH 528 A,COMPUTING CONCEPTS,"YETISGEN, MELIHA",20,20,,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NMETH 535 A,NURSING INQUIRY,"COCHRANE, BARBARA B",43,14,27,2,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),NMETH 535 B,NURSING INQUIRY,"COCHRANE, BARBARA B",67,38,29,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),NMETH 579 A,RES DESIGN METHODS,"WALSH, ELAINE",13,11,2,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NORW 102 B,ELEM NORWEGIAN,"SHORT, HEATHER IONE",23,1,11,4,1,,,1,2,,,,,3,3.3
2015-16,20161 (Winter 2016),NSG 432 A,INFANT RESILIENCE,"DILLON, COLLEEN O",49,21,18,4,2,2,1,1,,,,,,,3.6
2015-16,20161 (Winter 2016),NSG 551 A,HEALTH POLICY,"WOODS, NANCY F",49,29,19,1,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),NSG 551 B,HEALTH POLICY,"WOODS, NANCY F",68,54,14,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NSG 552 A,SOC DETER LTH & EQ,"ELMORE, SHAWN K",47,42,5,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NSG 552 B,SOC DETER LTH & EQ,"ELMORE, SHAWN K",65,61,4,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NSG 562 A,MGMT ADULT I,"GRODESKY, MICHAEL J.",51,10,40,1,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),NURS 201 A,LIFESPAN GROWTH,"KIM, EUNJUNG",148,50,71,14,1,4,2,2,2,,,1,,1,3.6
2015-16,20161 (Winter 2016),NURS 304 A,HUMAN RESPONSES I,"RUEDEBUSCH, PAULA D",96,56,24,10,5,1,,,,,,,,,3.7
2015-16,20161 (Winter 2016),NURS 310 A,NURS PHARMTHERAP II,"PINSON, MAGGIE",96,40,26,18,7,5,,,,,,,,,3.6
2015-16,20161 (Winter 2016),NURS 401 A,CARE IN ILLNESS I,"WALKER, AMY LYNNE",94,19,55,12,8,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),NURS 401 B,CARE IN ILLNESS I,"WALKER, AMY LYNNE",47,15,20,10,2,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),NURS 410 A,LEGAL ETHIC ISSUES,"SHANNON, SARAH E",92,81,9,1,1,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NURS 415 A,CHILDBEAR/CHILDREAR,"CEA, RIZZA OLEGARIO",24,6,17,,1,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),NURS 415 B,CHILDBEAR/CHILDREAR,"CEA, RIZZA OLEGARIO",47,16,29,2,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),NURS 507 A,MENTAL HLTH & AGING,"TERI, LINDA",16,13,3,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NURS 518 A,CHILD MGT I: ACUTE,"SUMMEROUR, MELANIE",16,16,,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NURS 518 B,CHILD MGT I: ACUTE,"SUMMEROUR, MELANIE",24,22,2,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NURS 525 A,MNG CLIN EFFECT,"BOSTON-FLEISCHHAUER, CAROL",21,9,10,,1,1,,,,,,,,,3.7
2015-16,20161 (Winter 2016),NURS 529 A,CHILD DEV BEHAV ISS,"LANDIS, ANDREA M",17,17,,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NURS 546 A,INTERPERSONAL THERAP,"BETRUS, PATRICIA A",19,3,15,1,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),NURS 547 A,NEURO BASIS PMH,"ELMORE, SHAWN K",18,8,10,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),NURS 592 A,THERAPEUTICS:THEORY,"BOUTAIN, DORIS",13,13,,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NUTR 200 A,NUTRITION,"GLOSTER, ANNE-MARIE",181,130,33,9,2,4,,,,,,,,3,3.8
2015-16,20161 (Winter 2016),NUTR 200 B,NUTRITION,"FLATEBOE, NICOLE LORELEE",15,2,9,2,1,,,,,,,,,1,3.6
2015-16,20161 (Winter 2016),NUTR 303 A,NEIGHBORHOOD NUTR,"DREWNOWSKI, ADAM",177,90,76,4,,2,1,,,,,,,4,3.8
2015-16,20161 (Winter 2016),NUTR 441 A,FOOD & CULINARY SCI,"ADAMS, SUSAN L",18,15,,,,,,1,,,,,,2,3.8
2015-16,20161 (Winter 2016),NUTR 446 A,FOOD SAFETY,"ROSENFELD, MICHAEL E",32,10,7,7,5,3,,,,,,,,,3.4
2015-16,20161 (Winter 2016),NUTR 513 A,FOOD AND SOCIETY,"OTTEN, JENNIFER J",23,15,7,,1,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),NUTR 521 A,NUTR-METAB II,"ROSENFELD, MICHAEL E",16,6,8,1,1,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),NUTR 531 A,PUBL HLTH NUTR,"ICKES, SCOTT B",15,14,1,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),NUTR 545 A,FOOD SAFETY & HEALTH,"ROSENFELD, MICHAEL E",13,11,2,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),O S 520 A,P-LOCAL ANESTHESIA,"EVANS, JOHN",61,7,36,16,1,1,,,,,,,,,3.5
2015-16,20161 (Winter 2016),O S 521 A,P-ORAL PATHOLOGY,"ODA, DOLPHINE",61,28,16,8,8,1,,,,,,,,,3.6
2015-16,20161 (Winter 2016),OCEAN 102 A,THE CHANGING OCEANS,"NUWER, MIKELLE",153,15,73,24,19,7,3,5,1,1,1,,1,3,3.3
2015-16,20161 (Winter 2016),OCEAN 102 B,THE CHANGING OCEANS,"NUWER, MIKELLE",43,1,12,10,9,8,,2,,,,,,1,3.1
2015-16,20161 (Winter 2016),OCEAN 102 C,THE CHANGING OCEANS,"NUWER, MIKELLE",48,1,27,4,7,2,,2,1,,,,1,3,3.2
2015-16,20161 (Winter 2016),OCEAN 121 A,DEEP SEA VENTS,"KELLEY, DEBBIE",107,33,48,10,8,1,,,,,2,1,,4,3.5
2015-16,20161 (Winter 2016),OCEAN 285 A,FLUID MECH & WAVES,"HAUTALA, SUSAN L",30,2,4,9,8,5,,1,,1,,,,,3
2015-16,20161 (Winter 2016),OCEAN 286 A,FLUID MECH&WAVES LAB,"HAUTALA, SUSAN L",16,1,2,5,3,3,,1,,1,,,,,2.9
2015-16,20161 (Winter 2016),OCEAN 286 B,FLUID MECH&WAVES LAB,"HAUTALA, SUSAN L",14,1,2,4,5,2,,,,,,,,,3.1
2015-16,20161 (Winter 2016),OCEAN 330 A,MARINE BIOGEOCHEM,"ROCAP, GABRIELLE L.",33,5,6,8,7,5,1,,,,,,,1,3.2
2015-16,20161 (Winter 2016),OCEAN 351 A,FND OCEAN SENSORS,"GRUNBAUM, DANIEL",13,6,7,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),OCEAN 400 A,CHEMICAL OCEAN,"KEIL, RICHARD G.",25,4,7,8,3,2,,1,,,,,,,3.3
2015-16,20161 (Winter 2016),OCEAN 409 A,MARINE POLLUTION,"KEIL, RICHARD G.",36,16,14,3,2,,,1,,,,,,,3.7
2015-16,20161 (Winter 2016),OCEAN 410 A,MAR GEOL AND GEOPHY,"WILCOCK, WILLIAM S D",40,3,10,14,6,5,1,,,,,,1,,3.2
2015-16,20161 (Winter 2016),OCEAN 444 B,SNR THESIS RESEARCH,"SACHS, JULIAN P.",28,12,10,3,1,1,1,,,,,,,,3.6
2015-16,20161 (Winter 2016),OCEAN 454 A,HYDROTHERMAL,"LILLEY, MARVIN D",37,10,22,3,,2,,,,,,,,,3.6
2015-16,20161 (Winter 2016),OCEAN 533 A,MAR BENTHIC ECOLOGY,"DEMING, JODY W",13,6,7,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),OPMGT 301 A,PRIN OPER MGT,"ZHOU, YONGPIN",33,6,6,9,5,3,1,1,,,,,,2,3.3
2015-16,20161 (Winter 2016),OPMGT 301 B,PRIN OPER MGT,"ZHOU, YONGPIN",63,5,19,22,13,2,1,,1,,,,,,3.3
2015-16,20161 (Winter 2016),OPMGT 301 C,PRIN OPER MGT,"CHEN, SHI",76,9,16,29,17,5,,,,,,,,,3.3
2015-16,20161 (Winter 2016),OPMGT 301 D,PRIN OPER MGT,"CHEN, SHI",64,14,18,18,9,1,2,,,,,,,2,3.4
2015-16,20161 (Winter 2016),OPMGT 443 A,INV SUP CHN MGMT,"JAIN, APURVA",41,4,24,10,2,,,,,,,,,1,3.5
2015-16,20161 (Winter 2016),OPMGT 450 A,INTRO PROJECT MGMT,"KLASTORIN, THEODORE D",45,2,17,14,11,,,,,,,,,1,3.3
2015-16,20161 (Winter 2016),OPMGT 579 A,SPECIAL TOPICS,"MAMANI, HAMED",19,4,11,4,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),ORALM 520 A,P-ORAL RADIOLOGY,"APS, JOHAN K",61,,16,22,11,11,1,,,,,,,,3.2
2015-16,20161 (Winter 2016),ORALM 526 A,GENERAL MEDICINE,"SCHUBERT, MARK M",61,2,26,28,4,1,,,,,,,,,3.4
2015-16,20161 (Winter 2016),ORALM 540 A,P-ORAL M SENIOR SEM,"TRUELOVE, EDMOND L",62,52,4,,2,,,2,,,,,2,,3.7
2015-16,20161 (Winter 2016),ORALM 545 A,P-CLIN CONF ORAL M,"TRUELOVE, EDMOND L",61,51,4,,2,,,2,,,,,2,,3.7
2015-16,20161 (Winter 2016),ORALM 570 A,ORL MED AND THERAPY,"DRANGSHOLT, MARK THOMAS",21,12,5,3,1,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),ORTHO 575 A,INTERCEPTIVE ORTHO,"GREENLEE, GEOFFREY M",13,,13,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),ORTHO 582 A,ADULT ORTHO SEM,"RIOLO, CHRISTOPHER S.",23,,23,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),ORTHO 660 A,P-CLINICAL ORTHO,"HUANG, GREG J.",15,3,10,2,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),ORTHO 682 A,ADULT ORTHO CLINIC,"RIOLO, CHRISTOPHER S.",14,,13,1,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PA EX 503 A,STRATEG FIN MGMT I,"MARLOWE, JUSTIN",37,17,17,2,1,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PA EX 504 A,EXECUTIVE ECON,"COOK, JOE",37,16,21,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),PA EX 512 A,STRAT POLICY-MKG,"HARRISON, DAVID S",39,1,32,6,,,,,,,,,,,3.5
2015-16,20161 (Winter 2016),PA EX 513 A,LEADING FOR LEGACY,"DOBEL, J. PATRICK",39,3,33,2,,1,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PATH 517 A,AGING BIOL & PATH,"KENNEDY, SCOTT R",13,13,,,,,,,,,,,,,4
2015-16,20161 (Winter 2016),PB AF 403 A,PROF LEADERSHIP,"BULLITT, DOROTHY C.",32,4,28,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PB AF 501 A,LEGISLATIVE RELATNS,"VANCE, CHRISTOPHER M.",16,2,12,2,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PB AF 512 A,MANAGING ORG PERF,"GUGERTY, MARY KAY",45,,40,4,,,,,,,,,,1,3.6
2015-16,20161 (Winter 2016),PB AF 512 B,MANAGING ORG PERF,"HERRANZ JR, JOAQUIN",43,6,29,7,1,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PB AF 512 C,MANAGING ORG PERF,"SUAREZ, DAVID F",47,6,41,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PB AF 512 E,MANAGING ORG PERF,"FRITZEN, SCOTT A",40,,37,3,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PB AF 517 A,ECN POL ANLYS MGT II,"VIGDOR, ELIZABETH RICHARDSON",58,4,26,14,11,2,,,,,,,,1,3.4
2015-16,20161 (Winter 2016),PB AF 517 B,ECN POL ANLYS MGT II,"COOK, JOE",61,4,27,13,13,4,,,,,,,,,3.4
2015-16,20161 (Winter 2016),PB AF 517 C,ECN POL ANLYS MGT II,"COOK, JOE",58,5,17,20,9,7,,,,,,,,,3.3
2015-16,20161 (Winter 2016),PB AF 523 A,ADV BUDGET PUB SECT,"DIVELY, DWIGHT D.",40,9,22,8,1,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PB AF 527 A,QUANT ANALYSIS I,"CULLEN, ALISON",62,9,40,12,1,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PB AF 527 B,QUANT ANALYSIS I,"TRAXLER, GREG",55,5,31,11,5,2,,,,,,,,1,3.5
2015-16,20161 (Winter 2016),PB AF 527 C,QUANT ANALYSIS I,"SCOTT, RYAN P.",54,5,27,13,7,1,,,,,,,,1,3.4
2015-16,20161 (Winter 2016),PB AF 533 A,ECON OF INTL DEVEL,"ANDERSON, C. LEIGH",34,5,22,7,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PB AF 537 A,TOPICS INTNTL AFFRS,"CUEVAS, CARLOS E.",15,1,11,3,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PB AF 539 A,VALUES INTL DEV,"BLAKE, MICHAEL I.",14,1,12,1,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PB AF 550 A,MGMT NONPROFIT ORGS,"FYALL, RACHEL",29,6,21,,,,,,,,,,,2,3.7
2015-16,20161 (Winter 2016),PB AF 553 A,NONPROFIT FIN MGMT,"KIOKO, SHARON N",32,6,20,5,1,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PB AF 555 A,TPCS NONPROFIT MGT,"BOURQUE, RENEE",35,2,18,10,5,,,,,,,,,,3.4
2015-16,20161 (Winter 2016),PB AF 557 A,MGMT &PUB CPTL MKTS,"KIOKO, SHARON N",14,6,8,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),PB AF 564 A,HOUSING & SOC POL,"FYALL, RACHEL",15,4,11,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PB AF 565 A,TOPICS IN URBAN AFF,"ZAIS JR., RICHARD A",18,2,16,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PB AF 569 A,RACE & PUB POLICY,"EDWARDS LANGE, SHEILA",30,7,23,,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PB AF 590 A,ENV POLICY PROCESS,"THOMAS, CRAIG W.",28,19,5,3,1,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),PB AF 595 A,TOPICS ENV POL MGMT,"BOSTROM, ANN",21,10,11,,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),PB AF 608 H,CAPSTONE PROJ SMNR,"VIGDOR, JACOB L",15,12,3,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),PB AF 608 I,CAPSTONE PROJ SMNR,"BOSTROM, ANN",13,10,2,1,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),PCEUT 532 A,P-CLINICAL PHARMACO,"ISOHERRANEN, NINA",99,23,25,14,18,11,4,2,,2,,,,,3.3
2015-16,20161 (Winter 2016),PERIO 525 A,P-PREVENTION-PERIO,"ROBERTS, FRANK A.",60,14,29,12,3,,2,,,,,,,,3.5
2015-16,20161 (Winter 2016),PERIO 574 A,PERIO MICROBIOL,"DARVEAU, RICHARD P.",16,16,,,,,,,,,,,,,4
2015-16,20161 (Winter 2016),PERIO 582 A,TREATMNT PLANN SMNR,"DIXON, DOUGLAS R.",22,,4,5,13,,,,,,,,,,3.1
2015-16,20161 (Winter 2016),PERIO 585 A,PERIO THERAPY SMNR,"DIXON, DOUGLAS R.",22,,1,,21,,,,,,,,,,3
2015-16,20161 (Winter 2016),PERIO 586 A,LONGITUDINAL PERIO,"DIXON, DOUGLAS R.",18,,2,3,13,,,,,,,,,,3.1
2015-16,20161 (Winter 2016),PHARM 509 A,EBM3 LIT EVAL,"O'SULLIVAN, TERESA",88,15,65,7,1,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PHARM 514 A,PHARM FOR ADV PRAC,"LANDIS, CAROL A",51,3,48,,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PHARM 514 D,PHARM FOR ADV PRAC,"LANDIS, CAROL A",30,,29,1,,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PHARM 517 A,BMED REG AFF DEV,"HAZLET, THOMAS K.",13,4,8,1,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PHARM 541 A,PHARM HEALTH CR SOC,"SULLIVAN, SEAN D",92,33,57,2,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PHARM 543 A,PHARM LAWS & ETHICS,"HAZLET, THOMAS K.",87,61,20,6,,,,,,,,,,,3.8
2015-16,20161 (Winter 2016),PHARM 561 A,P'THERAPEUTICS V,"MIKE, LEIGH ANN",92,13,31,13,13,18,3,1,,,,,,,3.2
2015-16,20161 (Winter 2016),PHARM 565 A,APP PHARMACOTHER III,"MIKE, LEIGH ANN",92,63,21,5,2,,,1,,,,,,,3.8
2015-16,20161 (Winter 2016),PHARM 573 A,PHARM ADVOCACY II,"DOWNING, DONALD F.",58,58,,,,,,,,,,,,,4
2015-16,20161 (Winter 2016),PHARM 585 A,PHARM PRACT II,"ALLEN, RACHEL A",60,15,41,4,,,,,,,,,,,3.7
2015-16,20161 (Winter 2016),PHARM 593 A,PHARMACY PRACTICE V,"SOMANI, SHABIR",87,68,19,,,,,,,,,,,,3.9
2015-16,20161 (Winter 2016),PHCOL 402 A,GEN PHCOL II,"STORM, DANIEL R",88,33,32,20,3,,,,,,,,,,3.6
2015-16,20161 (Winter 2016),PHCOL 435 A,GEN PHCOL,"GRUBBS, ROBERT D",61,,7,21,19,9,3,2,,,,,,,3
2015-16,20161 (Winter 2016),PHG 301 A,INTRO GENETIC EPI,"GOGARTEN, JENNIFER MORRIS",70,35,14,4,4,4,,4,2,,1,,,2,3.5
2015-16,20161 (Winter 2016),PHIL 100 A,INTRO TO PHILOSOPHY,"SCHNEE, IAN",94,30,20,15,7,11,3,4,1,,1,,2,,3.2
2015-16,20161 (Winter 2016),PHIL 102 A,CONTEMP MORAL PROBS,"SCHIMKE, CHRISTOPHER A.",33,3,14,7,3,3,1,,,,,,,2,3.4
2015-16,20161 (Winter 2016),PHIL 114 A,PHIL ISSUES IN LAW,"SPECKER-SULLIVAN, LAURA",96,31,26,14,7,3,5,3,1,1,2,1,,2,3.3
2015-16,20161 (Winter 2016),PHIL 115 A,PRACTICAL REASONING,"LEE, CAROLE J",92,29,19,12,8,8,3,4,3,3,,,1,2,3.2
2015-16,20161 (Winter 2016),PHIL 120 A,INTRO TO LOGIC,"WELLER, CASS",170,44,39,20,21,8,6,9,3,2,1,2,9,6,3.1
2015-16,20161 (Winter 2016),PHIL 240 A,INTRO TO ETHICS,"FRANCO, PAUL L.",94,13,32,21,13,7,6,1,,,,,,1,3.3
2015-16,20161 (Winter 2016),PHIL 241 A,TOPICS IN ETHICS,"WYLIE, ALISON",49,11,12,10,2,3,,,,,1,,5,5,3
2015-16,20161 (Winter 2016),PHIL 243 A,ENVIRONMENTAL ETHICS,"GARDINER, STEPHEN M.",45,15,8,7,4,4,2,2,1,,,,1,1,3.2
2015-16,20161 (Winter 2016),PHIL 301 A,INTERMEDIATE TOPICS,"ADDINGTON, DUSTYN STONE",28,5,10,2,1,6,,,1,1,1,,,1,3.1
2015-16,20161 (Winter 2016),PHIL 322 A,MODERN PHILOSOPHY,"SCHNEE, IAN",36,6,8,5,7,3,,2,1,,,1,2,1,3
2015-16,20161 (Winter 2016),PHIL 335 A,PLATO'S REPUBLIC,"IVES, CHARLES",33,7,5,5,4,4,1,1,,,2,,,4,3.1
2015-16,20161 (Winter 2016),PHIL 340 A,HIST ANCIENT ETHICS,"HOLE, BENJAMIN V.",25,2,6,1,4,,1,2,,,2,,1,6,2.8
